Référence,Intitulé synthétique,Type d'AO,Type,Fonction publique,Acheteur_auto,Acheteur_manual,Acheteur_clean,Localisation_auto,Localisation_manual,Localisation,Localisation_clean,Date_limite_auto,Date_limite_manual,Date limite de remise des offres,Durée initiale du marché,Reconduction(s),Estimation_auto,Estimation_manual,Estimation du marché,URL source HTTPS,Plateforme,match_status,match_source,review_needed,extraction_notes,Colonne 1,Colonne 2,Column 29,source_type,categorie_regime,preuve_regime,typologie_marche_verifiee,preuve_typologie,qualite_preuve_procedure,conflit_detecte,type_conflit,preuve_joue_detectee,source_preuve_joue,famille_procedure_deduite,niveau_procedure_deduit,justification_juridique_courte,seuil_formalise_applicable,code_couleur_procedure,type_acheteur_source,fonction_publique_source,llm_classification,llm_categorie_normee,llm_justification,llm_valid
MO-9595420,Tierce maintenance d'exploitation et de services des agences de l'eau.,-,etablissement_public,etat,Agence de l'Eau Seine Normandie,,Agence de l'Eau Seine Normandie,Courbevoie (92416) - Hauts-de-Seine ( FR105 ),,Courbevoie (92416) - Hauts-de-Seine ( FR105 ),Courbevoie (92416) - Hauts-de-Seine ( FR105 ),2026-05-26 00:00:00,,2026-05-26 00:00:00,-,-,25000000.0,,25000000.0,-,Marchés Online,new,ao-9595420-1.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_4_candidates → 'Tierce maintenance d'exploitation et de services d...'; [2026-05-15 17:34:55] buyer: company_link_from_4_candidates → 'Agence de l'Eau Seine Normandie'; [2026-05-15 17:34:55] fonction_publique: forme_droit_public → 'etat'; [2026-05-15 17:34:55] location: section_5_lieu → 'Courbevoie (92416) - Hauts-de-Seine ( FR105 )'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '26/05/2026'; [2026-05-15 17:34:55] cpv: found_7_codes → '72250000,72514000,72250000'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Négociée avec publication préalable d'un appel à l...'; [2026-05-15 17:34:55] contract_nature: section_2_or_5 → 'Services'; [2026-05-15 17:34:55] estimation_eur: section_2_1_3_global → '25000000 EUR'; [2026-05-15 17:34:55] Lots: LOT-0001 max=25000000EUR; [2026-05-15 17:34:55] Valeur globale accord-cadre: 25000000 EUR; [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,etablissement_public,etablissement_public,L'agence est un établissement public administratif,oui
MO-9596025,Prestations de services informatiques pour le développement et la maintenance des outils informatiques.,-,etablissement_public,etat,GCS UNIHA,,GCS UNIHA,LYON (69003) - Rhône ( FRK26 ),,LYON (69003) - Rhône ( FRK26 ),LYON (69003) - Rhône ( FRK26 ),2026-06-02 00:00:00,,2026-06-02 00:00:00,-,-,900000.0,,900000.0,-,Marchés Online,new,ao-9596025-2.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_4_candidates → 'Prestations de services informatiques pour le déve...'; [2026-05-15 17:34:55] buyer: company_link_from_4_candidates → 'GCS UNIHA'; [2026-05-15 17:34:55] fonction_publique: activite_sante → 'hospitaliere'; [2026-05-15 17:34:55] location: section_5_lieu → 'LYON (69003) - Rhône ( FRK26 )'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '02/06/2026'; [2026-05-15 17:34:55] cpv: found_9_codes → '33011143,72200000,72261000'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Ouverte'; [2026-05-15 17:34:55] contract_nature: section_2_or_5 → 'Services'; [2026-05-15 17:34:55] duree_mois: section_5_1_3_structured → '4 ans = 48 mois'; [2026-05-15 17:34:55] estimation_eur: section_2_1_3_global → '900000 EUR'; [2026-05-15 17:34:55] Lots: LOT-0001 (4 ans) max=400000EUR; LOT-0002 (4 ans) max=500000EUR; [2026-05-15 17:34:55] Valeur globale accord-cadre: 900000 EUR; [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,etablissement_public,EPIC,Mention 'Etablissement public à caractère industriel et commercial' dans le nom de l'entité,oui
MO-9596601,"Fourniture et intégration de matériels et logiciels informatiques, services d'infogérance et de cybersécurité.",-,etablissement_public,etat,SPL SEMEA,,SPL SEMEA,Angouleme (16000) - Charente ( FRI31 ),,Angouleme (16000) - Charente ( FRI31 ),Angouleme (16000) - Charente ( FRI31 ),2026-06-02 00:00:00,,2026-06-02 00:00:00,-,-,-,,-,-,Marchés Online,new,ao-9596601-1.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_4_candidates → 'Fourniture et intégration de matériels et logiciel...'; [2026-05-15 17:34:55] buyer: company_link_from_2_candidates → 'SPL SEMEA'; [2026-05-15 17:34:55] location: section_5_lieu → 'Angouleme (16000) - Charente ( FRI31 )'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '02/06/2026'; [2026-05-15 17:34:55] cpv: found_14_codes → '72500000,72315200,72700000'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Négociée avec publication préalable d'un appel à l...'; [2026-05-15 17:34:55] contract_nature: section_2_or_5 → 'Services'; [2026-05-15 17:34:55] Lots: LOT-0000; [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,etablissement_public,semi_public,"Le nom du SPL (Syndicat pour le Pays de Loire) suggère qu'il pourrait être un SEM, donc semi-public",oui
MO-9596814,Prestations logicielles relatives aux automates industriels pour SOLEIL II.,-,etablissement_public,etat,Synchrotron Soleil,,Synchrotron Soleil,SAINT-AUBIN (91190) - Essonne ( FR104 ),,SAINT-AUBIN (91190) - Essonne ( FR104 ),SAINT-AUBIN (91190) - Essonne ( FR104 ),2026-06-01 00:00:00,,2026-06-01 00:00:00,-,-,-,,-,-,Marchés Online,new,ao-9596814-1.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_4_candidates → 'Prestations logicielles relatives aux automates in...'; [2026-05-15 17:34:55] buyer: company_link_from_4_candidates → 'Synchrotron Soleil'; [2026-05-15 17:34:55] location: section_5_lieu → 'SAINT-AUBIN (91190) - Essonne ( FR104 )'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '01/06/2026'; [2026-05-15 17:34:55] cpv: found_11_codes → '72600000,48100000,72600000'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Ouverte'; [2026-05-15 17:34:55] contract_nature: section_2_or_5 → 'Services'; [2026-05-15 17:34:55] duree_mois: section_5_1_3_structured → '12 mois = 12 mois'; [2026-05-15 17:34:55] Lots: LOT-0001 (12 mois); LOT-0002 (6 mois); LOT-0003 (6 mois); [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,etablissement_public,etablissement_public,"L'expression 'Synchrotron Soleil' correspond à un nom d'établissement public, dans ce cas le Synchrotron est une infrastructure scientifique de recherche",oui
MO-9596821,Renouvellement et maintenance des serveurs de sauvegarde et prestations associées.,-,etablissement_public,etat,SICIO,,SICIO,Villeneuve le roi (94290) - Val-de-Marne ( FR107 ),,Villeneuve le roi (94290) - Val-de-Marne ( FR107 ),Villeneuve le roi (94290) - Val-de-Marne ( FR107 ),2026-06-04 00:00:00,,2026-06-04 00:00:00,-,-,800000.0,,800000.0,-,Marchés Online,new,ao-9596821-1.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_4_candidates → 'Renouvellement et maintenance des serveurs de sauv...'; [2026-05-15 17:34:55] buyer: company_link_from_4_candidates → 'SICIO'; [2026-05-15 17:34:55] fonction_publique: forme_droit_public → 'etat'; [2026-05-15 17:34:55] location: section_5_lieu → 'Villeneuve le roi (94290) - Val-de-Marne ( FR107 )'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '04/06/2026'; [2026-05-15 17:34:55] cpv: found_7_codes → '72250000,72250000,72250000'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Ouverte'; [2026-05-15 17:34:55] contract_nature: section_2_or_5 → 'Services'; [2026-05-15 17:34:55] duree_mois: section_5_1_3_structured → '4 ans = 48 mois'; [2026-05-15 17:34:55] estimation_eur: section_5_1_5_valeur_estimee → '800000 EUR'; [2026-05-15 17:34:55] Lots: LOT-0001 (4 ans) est=800000EUR; LOT-0002 (4 ans) est=225000EUR; [2026-05-15 17:34:55] Valeur estimée: 800000 EUR; [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,etablissement_public,EPIC,"Comme le nom le suggère ( Société d'Intérêt Collectif pour l'Innovation), SICIO a un statut similaire à celui des EPIC",oui
MO-9597280,"Fourniture, mise en oeuvre et maintien en condition opérationnelle de l'infrastructure informatique de CMC.",-,collectivite_territoriale,territoriale,Centre Morbihan Communauté,,Centre Morbihan Communauté,LOCMINE CEDEX (56503) - Morbihan ( FRH04 ),,LOCMINE CEDEX (56503) - Morbihan ( FRH04 ),LOCMINE CEDEX (56503) - Morbihan ( FRH04 ),2026-06-02 00:00:00,,2026-06-02 00:00:00,-,-,450000.0,,450000.0,-,Marchés Online,new,ao-9597280-1.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_4_candidates → 'Fourniture, mise en oeuvre et maintien en conditio...'; [2026-05-15 17:34:55] buyer: company_link_from_4_candidates → 'Centre Morbihan Communauté'; [2026-05-15 17:34:55] location: section_5_lieu → 'LOCMINE CEDEX (56503) - Morbihan ( FRH04 )'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '02/06/2026'; [2026-05-15 17:34:55] cpv: found_10_codes → '72222300,72222300,48000000'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Ouverte'; [2026-05-15 17:34:55] contract_nature: section_2_or_5 → 'Services'; [2026-05-15 17:34:55] duree_mois: section_5_1_3_structured → '48 mois = 48 mois'; [2026-05-15 17:34:55] estimation_eur: section_2_1_3_global → '450000 EUR'; [2026-05-15 17:34:55] Lots: LOT-0001 (48 mois) max=450000EUR; [2026-05-15 17:34:55] Valeur globale accord-cadre: 450000 EUR; [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,collectivite_territoriale,collectivite_territoriale,EPCI (Établissement public de coopération intercommunale),oui
MO-9597894,"Renouvellement du système d'information, virtualisation de serveurs, plateforme de stockage et système de sauvegarde",-,collectivite_territoriale,territoriale,Le Muretain Agglo,,Le Muretain Agglo,MURET Cedex (31601) - Haute-Garonne ( FRJ23 ),,MURET Cedex (31601) - Haute-Garonne ( FRJ23 ),MURET Cedex (31601) - Haute-Garonne ( FRJ23 ),2026-06-02 00:00:00,,2026-06-02 00:00:00,-,-,-,,-,-,Marchés Online,new,ao-9597894-1.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_3_candidates → 'Renouvellement du système d'information, virtualis...'; [2026-05-15 17:34:55] buyer: company_link_from_4_candidates → 'Le Muretain Agglo'; [2026-05-15 17:34:55] location: section_5_lieu → 'MURET Cedex (31601) - Haute-Garonne ( FRJ23 )'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '02/06/2026'; [2026-05-15 17:34:55] cpv: found_11_codes → '48800000,48822000,51611100'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Ouverte'; [2026-05-15 17:34:55] contract_nature: section_2_or_5 → 'Fournitures'; [2026-05-15 17:34:55] duree_mois: section_5_1_3_structured → '5 ans = 60 mois'; [2026-05-15 17:34:55] Lots: LOT-0001 (5 ans); [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,collectivite_territoriale,collectivite_territoriale,"Marqueurs textuels : 'Agglo' qui fait référence à une agglomération, suggérant que cela pourrait être un EPCI (Établissement Public de Coopération Intercommunale)",oui
MO-9598475,Accord-cadre Infrastructure hyperconvergée et VDI (Virtual Desktop Infrastructure),-,etablissement_public,etat,Compagnie Nationale du Rhône,,Compagnie Nationale du Rhône,Lyon (69004) - Rhône (FRK26),,Lyon (69004) - Rhône (FRK26),Lyon (69004) - Rhône (FRK26),2026-06-10 00:00:00,,2026-06-10 00:00:00,-,-,-,,-,-,Marchés Online,new,ao-9598475-1.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_3_candidates → 'Accord-cadre Infrastructure hyperconvergée et VDI ...'; [2026-05-15 17:34:55] buyer: company_link_from_3_candidates → 'Compagnie Nationale du Rhône'; [2026-05-15 17:34:55] location: section_5_lieu → 'Lyon (69004) - Rhône (FRK26)'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '10/06/2026'; [2026-05-15 17:34:55] cpv: found_8_codes → '72600000,72263000,48820000'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Négociée avec publication préalable d'un appel à l...'; [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,etablissement_public,EPIC,L'expression 'Etablissement public à caractère industriel et commercial' est utilisée dans la description.,oui
MO-9599071,"Prestations de support, infogérance et supervision pour les Services Numériques Éducatifs, et pour les environnements de travail, Data Centers, Infrastructures, Réseaux, Pare-Feux et Téléphonie de la Région Grand-Est, ainsi que de stockage ...",-,collectivite_territoriale,territoriale,Région Grand Est,,Région Grand Est,67 - REGION GRAND EST,,67 - REGION GRAND EST,67 - REGION GRAND EST,2026-06-18 00:00:00,,2026-06-18 00:00:00,-,-,6500000.0,,6500000.0,-,Marchés Online,new,ao-9599071-1.html,,"[2026-05-15 17:34:55] title: h1_title_long_from_4_candidates → 'Prestations de support, infogérance et supervision...'; [2026-05-15 17:34:55] buyer: company_link_from_4_candidates → 'Région Grand Est'; [2026-05-15 17:34:55] location: info_block → '67 - REGION GRAND EST'; [2026-05-15 17:34:55] date_limite: limite_visible_%d/%m/%Y → '18/06/2026'; [2026-05-15 17:34:55] cpv: found_32_codes → '72253000,63120000,72250000'; [2026-05-15 17:34:55] procedure_type: section_2 → 'Ouverte'; [2026-05-15 17:34:55] contract_nature: section_2_or_5 → 'Services'; [2026-05-15 17:34:55] duree_mois: section_5_1_3_structured → '24 mois = 24 mois'; [2026-05-15 17:34:55] estimation_eur: section_5_1_5_valeur_estimee → '6500000 EUR'; [2026-05-15 17:34:55] Lots: LOT-0001 (24 mois) est=6500000EUR; LOT-0002 (24 mois) est=5500000EUR; LOT-0003 (24 mois) est=1875000EUR; LOT-0004 (24 mois) est=1000000EUR; [2026-05-15 17:34:55] Valeur estimée: 6500000 EUR; [2026-05-15 17:34:55] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,collectivite_territoriale,collectivite_territoriale,L'expression 'Grand Est' correspond à un nom connu d'une collectivité territoriale,oui
MO-9599869,"Maintien en Condition Opérationnelle de l'Infrastructure Système, Stockage, Serveurs et Sauvegarde / Renouvellement, installation et maintenance de composants essentiels - GHT de la Nièvre.",-,etablissement_public,etat,GHT de la Nièvre - Centre hospitalier Pierre Beregovoy,,GHT de la Nièvre - Centre hospitalier Pierre Beregovoy,NEVERS cedex (58033) - Nièvre ( FRC12 ),,NEVERS cedex (58033) - Nièvre ( FRC12 ),NEVERS cedex (58033) - Nièvre ( FRC12 ),2026-06-05 00:00:00,,2026-06-05 00:00:00,-,-,-,,-,-,Marchés Online,new,ao-9599869-1.html,,"[2026-05-15 17:34:56] title: h1_title_long_from_4_candidates → 'Maintien en Condition Opérationnelle de l'Infrastr...'; [2026-05-15 17:34:56] buyer: company_link_from_4_candidates → 'GHT de la Nièvre - Centre hospitalier Pierre Bereg...'; [2026-05-15 17:34:56] fonction_publique: activite_sante → 'hospitaliere'; [2026-05-15 17:34:56] location: section_5_lieu → 'NEVERS cedex (58033) - Nièvre ( FRC12 )'; [2026-05-15 17:34:56] date_limite: limite_visible_%d/%m/%Y → '05/06/2026'; [2026-05-15 17:34:56] cpv: found_5_codes → '72500000,72500000,20001120'; [2026-05-15 17:34:56] procedure_type: section_2 → 'Ouverte'; [2026-05-15 17:34:56] contract_nature: section_2_or_5 → 'Services'; [2026-05-15 17:34:56] Lots: LOT-0001; [2026-05-15 17:34:56] Extraction réussie (completude: 100%)",-,-,-,MARCHES_ONLINE,marches_ordinaires,Aucun marqueur défense/sécurité détecté,indetermine,Aucun indice typologique clair,ABSENTE,non,,non,,INDETERMINE,INDETERMINE,Aucune preuve,,INDETERMINE,llm,llm,etablissement_public,etablissement_public,Le sigle GHT (Groupement Hospitalier Territorial) et le fait qu'il s'agisse d'un centre hospitalier indiquent que c'est un établissement public relevant du secteur sanitaire,oui
